dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2021-0758-PER,Chota,Admin2,Cajamarca,Chota,llm_gadm,GAUL,3,geodetic,3836489225.2741065,210391320095.59454,3836486820.020481,210391322500.84818,0.9999993730586784,0.018235005219213958,0.018235005010746177,False,False,False,False
2021-0758-PER,Alto Amazonas,Admin2,Loreto,Alto Amazonas,llm_gadm,GAUL,3,geodetic,66273353442.61436,210391320095.59454,66183157183.45623,210481516354.7527,0.9986390267811598,0.3145717092957299,0.3144369079511423,False,False,False,False
2021-0758-PER,Moyobamba,Admin2,San Martín,Moyobamba,llm_gadm,GAUL,3,geodetic,3794552990.3570075,210391320095.59454,3794552990.3570075,210391320095.59454,1.0,0.018035691722609534,0.018035691722609534,False,True,False,True
2021-0758-PER,Picota,Admin2,San Martín,Picota,llm_gadm,GAUL,3,geodetic,2134778490.6590362,210391320095.59454,2134776251.7619104,210391322334.49167,0.9999989512274292,0.010146693555570362,0.01014669344759346,False,False,False,False
2021-0758-PER,Rioja,Admin2,San Martín,Rioja,llm_gadm,GAUL,3,geodetic,2598548633.9657235,210391320095.59454,2598548633.9657235,210391320095.59454,1.0,0.01235102585403729,0.01235102585403729,False,True,False,True
2021-0758-PER,Lamas,Admin2,San Martín,Lamas,llm_gadm,GAUL,3,geodetic,5010802060.514383,210391320095.59454,5010798623.944636,210391323532.16428,0.9999993141677309,0.023816565349121355,0.023816564960097292,False,False,False,False
2021-0758-PER,Huallaga,Admin2,San Martín,Huallaga,llm_gadm,GAUL,3,geodetic,2359602675.838488,210391320095.59454,2359602675.838488,210391320095.59454,1.0,0.011215304294713138,0.011215304294713138,False,True,False,True
2021-0758-PER,Bellavista,Admin2,San Martín,Bellavista,llm_gadm,GAUL,3,geodetic,7790768531.996207,210391320095.59454,7790761644.134634,210391326983.45612,0.999999115894466,0.037029862451525,0.03702986123922899,False,False,False,False
2021-0758-PER,Mariscal Cáceres,Admin2,San Martín,Mariscal Cáceres,llm_gadm,GAUL,3,geodetic,14434648754.066595,210391320095.59454,14434643977.458551,210391324872.20258,0.9999996690873381,0.06860855272403799,0.06860855116638744,False,False,False,False
2021-0758-PER,Sihuas,Admin2,Ancash,Sihuas,llm_gadm,GAUL,3,geodetic,1456915751.7280793,210391320095.59454,1456911676.3198438,210391324171.00278,0.9999972027152354,0.006924770830174331,0.006924770696037298,False,False,False,False
